128,Me acabas de matar de AMOR
129,Achei que só eu me sentia assim por matar os bichinhos
130,Legislação comercial vai me matar de tédio
131,Meu Deus minha vó vai me matar
132,vou me matar
133,"Te acho mt bonitinho, quem concorda respira — Vai matar a metade do mundo"
134,"Quer me matar de raiva, me compara com alguém"
135,Vao me matar
136,eu odeio essa aula desse professor eu vou me matar
137,- vou me matar -
138,n sei q q eu faço no meu aniversário vou me matar
139,comi um brownie  vou me matar
140,4 dia seguido que vou passar o dia todo com o  se ele não me matar hj a gente pode se considerar amigos novamente
141,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK EU VOU ME MATAR
142,"até o final desse showcase, o eunsang vai me mATAR de tanta fofura, É SÉRIO!"
143,fodace eu odeio minha vida e quero me matar
144,Vc quis me matar kkkk
145,Vivi: vc pensou em me matar ? Chiclete: sim Vivi :
146,"minha vó tem que usar um colirio todo dia, aí quando vou colocar ela diz ""Vitória vc já vem me matar"""
147,"A mulher aqui no carro falando que o filho dela ama carro rebaixado Eu ia lança que carro rebaixado não é crime, meu pai ia me matar kkkkkk"
148,eu quero me matar
149,"Já te falei, 200 mil pra tu me matar"
150,ter q sair d casa só p ir na Unimed assinar a renovação eh p me matar
151,o jeito eh me matar mesmo né fazer oq
152,achei que a mãe ia me matar mas ela gostou 😂
153,"os cachorro de madu só n fazem me matar, o resto..."
154,"[WEVERSE]  ""Poxa, eu poderia ter pego a alma do Seokjinie!!  🤧""   SJ: Você está tentando me matar !!!!    ht…"
155,O Flamengo vai me matar de ansiedade
156,to do lado dela e agr to c medo Se o cap nao me matar ela mata
157,Essa rotina ainda vai me matar
158,"Esses dias eu fui me despedir de uma amiga que eu amo e me conhece mt bem, e foi assim: - Ste, não se mata pq eu te amo. -Eu ja deixei de me matar várias vezes por isso. Ela me abraçou, quase chorando. E é verdade."
159,Eu sou tão preguiçosa que acho que poderia me matar só por ter muita coisa pra fazer/ estudar/ trabalhar
160,ele vai me MATAR
161,Mas me matar no FF nunca será perdoado
162,EUNSANG VOCE QUER ME MATAR COM ESSA VOZ
163,Fomentando mais emprego nos EUA e dando circo aos trouxas eleitores de vcs.  Sabichão me diz aí onde está o Queiroz e quem mandou matar a Marielle. Melhor que postar idiotices desse tipo
164,"Não to conseguindo fazer nada direito desde que acordei, a ansiedade vai me matar."
165,SE FERRAAAAAAAAAAAAAAAAAAAAR VC E A KATH QUEREM ME MATAR MANOLO MDS MDS MDS
166,"mó vontade de beijar, alguém me ajuda a matar ela pfv"
167,hj eu to com mais vontade de me matar do q nos outros dias
168,"¬   comentou um post no Weverse.           270819 | 03:39 BRA   💜: Hm, eu poderia ter conseguido a alma do Seokjinnie !…"
169,"Vontade tá grande de fazer o vest do If ano q vem, mas sei que meu pai vai me matar ..."
170,"Minha namorada e mo fofa com ciúme, fora a parte que ela tenta me matar kk aí e de boa!"
171,Sdds de quando meu gato n tentava me matar
172,"Sonhos cheios de adrenalina, sonhei q a vizinha do 402 era uma agente secreta e tava tentando me matar, toda uma perseguição, coreografia de luta kkkkk se a vida tivesse essa emoção toda e eu fosse física e psicologicamente preparada, seria massa; do contrário só fico preocupada"
173,"Tenho mais medo de tu, pq tu sabe meus pontos fracos, vai que a gente é sequestrada por espiãs russas e tu revela como me matar pq estamos dopadas???"
174,eu me pergunto como ninguém tentou matar o bolsonaro de novo ainda
175,"Cara,eu quero muito matar o Davi por ter me acordado antes das 9 que otário mano"
176,"Meu estômago é otario, não posso comer uma parada de chocolate ontem q ele ja quer me matar hoje pqp"
177,Quem mandou matar ? Fale me sobre
178,eu que sou a gaga pq aparentemente ele quer me matar
179,ja que eu nso posso matar ninguem o viaduto e o avc me ajudam
180,me orgulho muito de contar a história do vasco  vcs n tem noção da vergonha q me dá quando eu tenho que ouvir isso no está…
181,QUEM FOI O QUE ESCOLHEU ESSA ROUPA....??? QUERIA ME MATAR
182,ok erich se o seu objetivo era me matar de frio conseguiu
183,ela estava tentando me matar 😥
184,vontade de me matar seloco
185,é só meu emocional variar um pouquinho q meu estômago tenta me matar de dor
186,"O problema é q essa carta de suicídio nao foi escrita por ele... Foi encontrado uma folha de treino da caligrafia dele... O q comprova ainda mais q foi escrito por alguém... A posição em q a arma estava na mão dele, se tivesse sido suicídio, a projeção do cartucho+"
187,A suposta carta de suicídio era só ele a sair da banda
188,"se alguém te falar sobre; ansiedade, pânico e depressão, jamais menospreze. não é porque você não vê uma crise que ela não…"
189,Fazer uma carta de despedida é o auge do suicídio pra mim.. 😓
190,minha prof chorou lendo a carta de suicídio dele
191,"cheguei do trabalho pá, aí fui procurar minha toca no guarda roupa acabei achando minha carta de suicídio que eu escrevi perto do final do ano passado, (in) felizmente eu não tive que entregar ela pra ninguém  uffa"
192,Ai mano tô mt mal agr. Achei dentro da minha agenda uma carta de suicídio que eu fiz ano passado quanto tentei me matar pela primeira vez... caraaa não sei nem oq dizer 😔💔
193,"se alguém te falar sobre; ansiedade, pânico e depressão, jamais menospreze. não é porque você não vê uma crise que ela não existe. dê ouvidos, se faça presente. uma palavra pode definir se a próxima mensagem vai ser um bilhete de bom dia ou uma carta de suicídio."
194,"Bolsonaro deveria seguir o exemplo de Getúlio Vargas, mas sequer sabe escrever, como deixaria uma carta de suicídio..."
195,"listen before i go é uma música assustadora eu fico nervosa por ouvir, é literalmente uma carta de suicídio"
196,No Sertão – Mulher comete suicídio por meio de enforcamento e deixa carta de adeus...
197,ja vou até escrever minha carta de suicídio aqui
198,escrevendo a carta de suicídio 🤪
199,"A minha carta de suicídio só vai ter uma frase : "" Bangu,vocês sabiam a culpa e de vocês.""   Nem vou precisar de fitinha igual a hanna."
200,o que você pretende escrever na sua carta de suicídio? — odeio homens
201,"Ato do PDT em lembrança aos 65 anos do suicídio do presidente Getúlio Vargas ocorrido em 24 de agosto de 1954, em frent…"
202,"quando alguem lhe falar sobre ansiedade, depressao, panico, jamais menospreze...nao eh porque voce nao ve uma crise que ela…"
203,"📹 gracavieira: Suicídio de Vargas: 65 anos. Foi-se ele. Inimigos estão aqui! – Live esp… -  Uma aula imperdível! Quem detém informação não se deixa manipular. Decorar a carta testamento de Vargas, deveria ser obrigatório na formação do..."
204,"quando alguem lhe falar sobre ansiedade, depressao, panico, jamais menospreze...nao eh porque voce nao ve uma crise que ela nao existe. de ouvidos, se faça presente, uma palavra pode definir se a proxima mensagem vai ser um bilhete de bom dia ou uma carta de suicídio"
205,o que você pretende escrever na sua carta de suicídio? — Essa carta nunca nem existirá
206,quero escrever algo nesses dois dias longe de casa espero que não seja terminar minha carta de suicídio
207,"na carta de suicídio de getúlio vargas:   ""Eu vos dei a minha vida. Agora vos ofereço a minha morte. Nada receio. Serenam…"
208,o que você pretende escrever na sua carta de suicídio? — é mais legal não deixar carta e fazer suspense
209,"eu descrevendo as musicas pra edilson “ah amigo, o que falar de listen before i go? é praticamente uma carta de suicídio...”"
210,minha carta de suicídio:
211,eu não escrevia carta de suicídio eu só escreveria algo do tipo vai tomar no cu todo mundo
212,"O que? Não se entende Brizola sem a carta testamento, nem Darcy depois do suicídio de Vargas foi o mesmo. Jango era a continuação do projeto. O PDT é o legado do PTB. Vargas é a raiz do trabalhismo. Tu acha mesmo que a razão de resgatar Vargas é ofuscar Lula? Vargas é fundamental"
213,65 anos do suicídio de Getúlio Vargas e da Carta-Testamento - Disparada
214,Blz  Li o email dnv e percebi que minha carta de suicídio (que eu esqueci que tinha escrito) se foi junto com meu HD   Menos um gatilho aí pra nós
215,"Gente, escrever uma carta de suicídio é algo libertador quando se está em crise"
216,Oito de fevereiro de 2017 eu fiz uma carta de suicídio
217,a carta de suicidio dele ta nos top 5 melhores discursos da historia
218,"o getúlio vargas foi um lixo né, mas eu acho essa parte da carta de suicídio dele tão chique"
219,Pensando seriamente em fazer minha carta de suicídio kkkkkk
220,problema de abrir o medium é que nos rascunhos tá 6 carta de suicidio diferente vei
221,"Suas convicções e suas práticas eram as mesmas, pessoas mudam, valores não. Quem diferencia Getúlio ditador e Getúlio Presidente, legitima o conto criado por ele na carta escrita antes de seu suicídio."
222,"Quando alguém lhe falar sobre ansiedade Depressão, pânico, jamais menospreze Não é pq vc não vê uma crise que ela não existe, de ouvidos, se faça presente, uma palavra pode definir se a próxima msg vai ser um bilhete de bom dia ou uma carta de suicídio. E isso não é uma poesia"
223,65 anos do suicídio de Getúlio Vargas e da Carta-Testamento  Por
224,"""Minha terapeuta disse que eu parei de sonhar. Ela tem razão""   Esse trecho da carta de suicídio que eu li no processo simplesmente não sai da minha cabeça"
225,"Ai gente eu n sei nada sobre o Getúlio Vargas, só sei que achei a carta de suicidio dele mo emocionante e que ele é meu primeiro de terceiro ou quarto ou quinto grau aushasuh e eh isto"
226,Suicídio de Vargas: 65 anos. Foi-se ele. Inimigos estão aqui! – Live esp...  Aula imperdível! Quem detém informação ñ se de…
227,pensando no que vou escrever na minha carta de suicídio
228,"65 anos do suicidio de Getúlio Vargas, ocorrido em 24/08/1954, e Carta Testamento segue atual."
229,"Amigos, a carta de suicídio do Getúlio Vargas e uma das coisas mais bem escritas que eu já vi. É LINDA DEMAIS.   Há algumas a…"
230,》6.5. A carta de suicídio
231,"O vocalista de cabelos loiros sempre afirmou ter sido uma criança feliz, mas em sua carta de suicídio revelou que, desde os sete anos de idade, passou “a ter ódio de todos os humanos em geral”."
232,5. Nirvana     5.1. Significado da palavra     5.2. Primeiros lançamentos e o sucesso  6. Suicídio?     6.1. Impressões digitais    6.2. Heroína    6.3. Cartão de crédito    6.4. Divórcio   6.5. A carta de suicídio
233,"então não tente desprestigiar o nosso ministro, pois o senhor irá assinar uma carta de suicídio, inclusive a minha admiração, ira se tornar vergonha de um dia ter abraçado a sua causa, deixe seu filhos pagar pelos seus erros e não una aos escarnecedores como toffoli e sua corja"
234,pelo o menos a minha carta de suicídio vai ficar incrível 🤩
235,"A Carta-testamento de Getúlio Vargas foi escrita horas antes do suicídio, em 24 de agosto de 1954, e é dirigida ao povo brasileiro. Foi lida, durante seu enterro, pelo político petebista João Goulart"
236,"Suicídio de Vargas: 65 anos. Foi-se ele. Inimigos estão aqui! – Live esp...  Aula imperdível! Quem detém informação ñ se deixa manipular. Decorar carta testamento de Vargas, deveria ser obrigatório na formação do brasileiro, civis e militares.  via"
237,"a carta de suicidio de getulio vargas a frase ""saio da vida para entrar na historia"" é a coisa mais CHIQUE da historia do…"
238,interpreta isto como a minha carta de suicídio
239,"se alguém te falar sobre; ansiedade, pânico e depressão, jamais menospreze. não é porque você não vê uma crise que ela não ex…"
240,"o cara me mandou um áudio parecendo uma carta de suicídio, to preocupado"
241,teje pronta minha carta de suicidio
242,"NÃO SEREMOS MAIS ESCRAVOS DE NINGUÉM ! Conhecida como carta-testamento, a mensagem de despedida deixada pelo estadista Getúlio Vargas..."
243,caralho combatente que historia de vida shorei aqui mano serio eu to chorando porrad e macaco mano meajuda isso nao e uma carta de suicidio
244,"Hoje eu rasguei a carta que eu ia deixar para minha família, mas eu não desisti do suicídio, eu só desisti de tentar explicar."
245,"as vezes me pego pensando caso faça uma carta de suicídio, em fazer ela em duas partes para as pessoas , uma com os defeitos e outra com as qualidades e falar pra ler os defeitos primeiro pq eu n suportaria só escrever sobre oa defeitos"
246,A carta-testamento de Getúlio não deixava dúvida sobre como o suicídio deveria ser entendido: era uma reação a uma camp…
247,Se seu nome está na minha carta de suicídio você é privilegiado sim
248,Hoje faz 65 anos da carta de suicídio de Getúlio Vargas. As denúncias que ela contém são assustadoramente atuais.  Resistiremos contra as forças que querem destruir a nação!
249,10- depois que  eu li a teoria q isso na verdade era uma carta de suicídio que o calum escreveu e o michael achou eu NÃO CONSIFO OUVIR SEM CHORAR
250,"Tem que ver amg, isso foi lá pra abril a menina escreveu uma história que era a TESSA ficando com o Trevor e o hardin se suicidou e na carta de suicídio dele ele falava que ia ficar de olho na tessa transando com o Trevor Kkkkkkkkkkkkkkkkkkkkkkkkkk"
251,nas mhs crise eu escrevo um monte de carta de suicídio aí qnd passa eu fico lendo e achando besteira mas na hora faz tanto sentido e eh tudo coisa de 20 minutos credo eu sla to malzona
252,"MANO SIM, ERA UMA CARTA DE SUICIDIO DO HARDIN E O ESPIRITO DELE VIA A TESSA TRANSANDO COM O TREVOR KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK"
253,"Homem mata filho de 2 anos e comete suicídio, mas deixa carta antes"
254,"Junto a Carta Testamento, na praça Leonel Brizola, realizamos nossa homenagem ao Presidente Getúlio Vargas, neste 24/08. 65 anos após seu suicídio, os interesses internacionais e as “aves de rapina” continuam..."
255,suicidio do getulio foi importantissimo? foi  a carta de suicidio dele foi linda? foi  talvez nao tenha sido suicidio? talvez  mas só tava corrigindo a merda que ele mesmo ajudou a criar
256,"Depois de ver que tinha acabado com sua própria filha ,ele finalizou o projeto e junto finalizou a própria vida, cometendo suicídio. Ele deixou uma carta pros colegas de serviço pedindo pra quê salvassem a filha dele e que não matassem ela"
257,Se você já me viu de coque no cabelo pode ter certeza que cê vai estar na minha carta de suicídio
258,"31 de dezembro de 2018 eu era uma pessoa depressiva e ansiosa que se cortava e pensava em suicídio nesse mesmo dia escrevi uma carta destinada a mim no futuro hoje, em 2019, depois de todo meu tratamento, posso dizer que sou feliz; minha vida vale a pena não desistam de vocês"
259,"A verdade é que não consigo enganar vocês, nenhum de vocês. Simplesmente não é justo nem com vocês nem comigo. O pior crime que posso imaginar seria enganar as pessoas sendo falso e fingindo como se eu estivesse me divertindo 100%.  carta de suicídio do kurt cobain"
260,"cartinha porque já suspeitava que seria assim. Fiquei pior ainda. Parece até uma carta de suicídio, eu tô muito triste! :("
261,a carta de suicidio ja tem destinatário
262,"HOJE 24 DE AGOSTO 65 anos do suicídio de Getúlio Vargas,  A Carta Testamento de Getúlio Vargas é um documento endereçado ao povo brasileiro, escrito por Getúlio Vargas horas antes de seu suicídio, em 24 de Agosto de 1954."
263,"Foi Coronel, foi. E mais, ele já tinha escrito anteriormente mais de uma carta de suicídio em meados dos anos 40."
264,"65 anos do suicídio de Vargas e da Carta Testamento. E, atualmente, temos um governo que ataca Getúlio em cada gesto. Estamos atrofiando as possibilidades de sermos uma nação desenvolvida, moderna, soberana e de trabalhadores com direitos e organizados.  E com aplausos."
265,"A carta-testamento de Getúlio não deixava dúvida sobre como o suicídio deveria ser entendido: era uma reação a uma campanha subterrânea dos grupos internacionais, aliados aos grupos nacionais, para bloquear a legislação trabalhista e o projeto desenvolvimentista."
266,"Na manhã de 24 de agosto de 1954, o presidente Getúlio Vargas se suicidou com um tiro no coração em resposta aos ataques de seus opositores e da imprensa. O impacto provocado pela notícia e a divulgação da carta testamento foi intenso obrigando os..."
267,A carta de suicídio de Getúlio Vargas O POVO DE QUEM FUI ESCRAVO NÃO SERÁ MAIS ESCRAVO DE NINGUÉM  vi…
268,A carta de suicídio de Getúlio Vargas O POVO DE QUEM FUI ESCRAVO NÃO SERÁ MAIS ESCRAVO DE NINGUÉM  via
269,"foda é quando o silencio grita em você quando existem milhões de coisas la que deveriam sair mas não existe saída, existem dores que não são físicas e existem remedeios que não são feitos em laboratórios Todo dia eu me pergunto ""Hoje vai ser uma carta de apoio ou suicídio"""
270,"Eu só disse tudo isso porque sinceramente não sei se aguento muito mais tempo. As opções já tenho, preciso só escolher o dia e hora certos. Enfim, foi tipo uma carta de suicídio sem suicídio, mas que eu prometo ter outra melhor escrita no pc esperando, eu prometo"
271,QQ isso carta de suicídio? Vou te arrebentar ein
272,carta de suicídio é tão brega
273,"› após o massacre e o descobrimento da carta de suicídio e dos vídeos deixados por wellington, psiquiatras analisaram esse conteúdo e o diagnosticaram como esquizofrênico, mais especificamente esquizofrênico paranoide."
274,"Tou aqui pensando eu amo meu Brasil mais é  um bafao atrás do outro a cada dia que passa, muita vergonha e baixaria.  Analisando isso lembrei sa carta de suicidio de getulio vargas a frase ""saio da vida para entrar na historia"" é a coisa mais CHIQUE da historia do brasil"
275,"recebi uma mensagem dele q pareceu uma carta de suicídio, vsf q susto"
276,"Uma curiosidade pra vocês:  Na verdade, ""A música mais triste do Ano""de Luiz Lins é uma carta de suicídio. …"
277,Mais uma vez eu me pego fazendo minha carta de suicídio. Mais uma vez eu estou no mesmo lugar.  textinho novo chegando..
278,"A humanidade está escrevendo a maior carta de suicídio já vista, parabéns."
279,also achei uma carta de suicídio hm kk
