,0
1853,"""essa é a melhor fase da rua vida aproveita enquanto tu n tem muota responsabilidade""

 EU QUERO É MORRER"
1854,senhor eu não quero morrer eu apenas fiz uma brincadeira😢😔 eu tenho um filho pra cuidar😭
1855,"Tudo que eu quero nada mais é
Do que ouvir você batendo na minha porta
Porque se pudesse ver seu rosto mais uma vez… "
1856," Já comi, se eu morrer avisa minha família que eu quero ser cremada ok?"
1857,vei acabou a porra da água eu vou tirar as fotos fedendo quero MORRER
1858,Primeiro dia e eu já quero morrer
1859,QUE DOR QUERO MORRER
1860,a carinha dela eu quero morrer 
1861,"   desculpa a intromissão na thread, mas eu DETESTO esse negócio de boto fé.… "
1862,eu quero morrer puta merda eu n aguento mais tudo isso so me mata de uma vez pf
1863, kskskskskskskksksksksksk nao me respeita odeio aquela aula quero morrer
1864,"  ai sinceramente, nao da mais eu quero morrer logo "
1866,"bom dia hj tive ataque de pânico na faculdade que resultou em um ataque asmático
teve que chamar os bombeiros 
quero morrer 😜"
1867,  só quero comer e morrer na mh cama hj
1868,"Nossa, mano quero morrer"
1869,Como que vcs gostam de frio mano?? Nem começou e já quero morrer
1871, Aí n quero a Arya o resto pode morrer se quiser
1872,que odiooo eu quero morrer
1873,"Mano, se o cara for ""amigo"" meu e querer tretar comigo, pode crer que não vou apagar de redes sociais e nem número,… "
1876,"eu tava lidando com a ideia de já ter acontecido uma vez
aí meu primo me visita dnv 
eu quero morrer"
1877,Esperava um final épico pra  mais pelo jeito vou ter que fingir que a série foi cancelada na sexta te… 
1878, nossa que infernoooooo quero morrer
1880,"  Se estiver portando armas de guerra, quero nem saber de cor, situação social ou onde mor… "
1881,"baco exu e criolo vão tocar no mesmo horário, quero morrer"
1883, EU QUERO MORRER
1884,mano eu tô conseguindo tudo o que eu quero mano eu tô assustado acho que vou morrer mais jovem do que eu esperava
1885,gente real eu nem sei quanto tempo eu vou ficar viva eu só sei que não quero gente falsa chorando quando eu morrer
1886,Qdo seu namorado liga que pra avisar que te colocou como beneficiária do seguro de vida... não sei se é bonito ou m… 
1887," Quero andar num trem desses antes de morrer presidente,! Acelera isso. Vou junto com a carga mesmo!"
1888,eu só quero morrer só isso
1892,que ódio que ódio eu quero morrer
1895,eu só quero morrer
1896,eles me ligaram na live e eu cliquei pra recusar sem querer eu quero morrer
1897,só quero comer e morrer na mh cama hj
1898,eu quero morrer com esse videooooo
1899,juro que a última coisa que eu quero ouvir antes de morrer é a risada do jimin
1900,"Assassino de pensemento é o trabalho mais fácil que tem, eu penso em quem eu quero que morra e espero morrer

Quero… "
1901,o yoongo tá lindo meu deus eu quero morrer 
1902,"  aula de genética 
não entendi quero morrer"
1903,caralho que galera insuportável que estuda comigo eu quero *morrer*
1904,"Quero uma roupa pra sair e não tenho, quero morrer 😭"
1905,"Antes de morrer quero ver todos ónibus com ar condicionado.
  "
1906,depois que eu morrer não quero ngm se arrependendo de não ter jogado cmg
1908,que inferno quero morrer
1910,"Eu nem quero imaginar como vai ser este Verão, vamos morrer assados"
1911,aí ele terminou de comer e ficou deitadinho na calçada e eu falei tchau e entrei no prédio de novo e ele ficou no p… 
1912, SOCOROR EU TBM toda hora que lembro pq q ele na vdd ta chorando eu quero morrer
1913,"ai sinceramente, nao da mais eu quero morrer logo "
1914,meu deus do céu eu quero morrer
1915,só quero morrer e acabar com esse inferno
1917,  Hoje ainda é terça feira e eu já quero morrer
1919," Quero morrer n, obrigada"
1920,  Eu sinto que a qualquer hr vou morrer
1921,Eu só queria morrer 😭😭😭😊
1922,  Não posso morrer sem ir a isto 
1923,"  Para esse partido do cão, só os policiais e pessoas inocentes devem morrer. 😡
Esse partido e similares, devem ser exti…"
1924,"uma veia de 15 anos deitada num banco de pedra feito de madeira
dizia calada,
que preferia morrer do que perder a vida"
1925,não creio que ele vai se matar só pra ir pro inferno falar com o cara e conseguir o coisa pra Chloe não morrer
1926,"  *eu no rolê*

- tu vai fica sem beber? 
- vou mano, parei de beber to tomando remédio 

~ 10 min depois ~ 

- AAH QUE SE FOD…"
1927,  Pra que se aposentar se você vai morrer trabalhando não é meixmo 
1928,"  Ninguém vai se importar com você, até você morrer ou ficar rico!!"
1929,"   Resolver problemas do Brasil.
Meio ambiente: desmatar e liberar venenos!
Segurança pública: liberar arma…"
1930," simmmmm
depois de comer vc entra num limbo pra dormir ou morrer, ai toma uma dose de café... PA, tu ressuscita rapidin"
1931,  nao vai me deixar dormir entao eu vou dormir quando morrer
1932,"  Tbm, eu vou morrer quando? Kkkk"
1933,  Deus me livre morrer sem viver esse momento 
1934,"  Privilegiando poucos,ao trabalhador nada,ao empregador,tudo, bora labutar até os 65 anos, sem perspectiva de uma aposenta…"
1935,  Eu no domingo fingindo surpresa quando a daenerys morrer   
1936,vou morrer sozinho foi definitivamente escrita pra mim
1937,"  Dani: duda eu to muito triste, eu queria morrer ou então sentar e comer uma torta gingante sozinha, mas eu não sei fazer t…"
1938,"*spoiler alert* 
n é a cena da morte em si que não gostei. é ver uma mulher que esteve disposta a se envenenar e en… "
1939,"È preciso aprender a andar sozinho, sem amizades, sem amor e até sem família as vezes, porque sozinhos nascemos e sozinhos vamos morrer !"
1940,  Não é quando tu finge que vai morrer pra chegar teu time e matar o cara??
1941,meu deus elas tão enorme parecendo um tigrezinho eu vu morrer
1943," Testando os filtros do twitter:

A canhota é podre. 
O comunismo deve morrer.
A esquerda fede.
Tenho… "
1944,Fds tou a morrer de fome mas estou à espera q a minha mãe baze para o trabalho para poder mandar o meu irmão a ir fazer-me uma tosta xd
1945,Só vão da valor quando eu morrer
1946,100 praias pelo mundo que você precisa conhecer antes de morrer 
1947,Eu marquei 93 de 100 
1948,Mexer com mulher na TPM é pedir pra morrer kkkklk😆 
1950,o jeito q química me da vontade de morrer eh diferente
1951,"   Ou 
Nn sofra sozinha 
Estou aqui pra tudo ta? 
Se precisasse te dar meu coração eu dava so pra vc nn morrer…"
1953,"Mordi minha língua e tá saindo tanto tanto tanto sangue que tô até com medo, será que vou morrer?"
1954,  🎥 Jimin viu que a boca do Taehyung estava tremendo e perguntou se ele sentia muito frio. Logo depois Jimin deu um abraço…
1955,Se alguém me disser 400% seguro não vou. Só se eu realmente puder morrer na queda
1956,"O que eu penso nesse momento?

Em morrer 

Mais pensa comigo, a dor não ira embora se você se matar

Vai doer mais… "
1957,"To me sentindo meio fraco

Se eu morrer, GG WP

Só ia ficar meio sad que não terminei minha historinha clichê"
1958,"eu vou morrer de saudade de tudo e de todos, nesses próximos quatro dias. 
🤧🥴💛"
1959, infelizmente terei q morrer aqui no trabalho
1961,cortando minha unha do pé no escuro e com uma tesoura enferrujada se eu nao morrer hoje eu nao morro nunca mais
1962,vou morrer na nota pra colar no jogo amanha
1963, Oru maito precisa morrer logo
1965,justo qnd tô ficando bem meu monitor decide morrer 🤔 guess ill die
1966,"Os pedreiros aqui de casa escutando pagode, to pra morrer"
1968,  A mulher moderna tem mais medo de engravidar do que de morrer
1969,ai manas essa música é péssima parem de forçar vai morrer no flop
1970,  eh melhor morrer de sdd doq deixar o orgulho de lado vai se fude
1971,   Rídicula a morte da Cersei! Tanto a atriz quanto a personagem mereciam mais! A mulher fez inferno a série inteira…
1972,JKKKKKKKKKKKK EU VOU MORRER 
1974,"eu tento respeitar a fase que eu to, mas tem uns diaszinhos assim que só tenho vontade de matar ou morrer"
1975, Sim... Mas na real eu não vejo como ele poderia morrer com a manopla completa. O lance do Thor poder… 
1977,"  Agr a sério, o meu primeiro semestre foi mt fixe tive gandas notas e tal mas agr tou a morrer neste semestre, não me ape…"
1978, Revendo esse vídeo até o dia em que eu morrer 
1979,"Eu te amei, juro que te amei... Mas agora tu vai ter que morrer Daenerys."
1980,"Morrer não seria o ideal pra ela. Morte não é punição. Pra mim, o final ideal para a Cersei era ela viva, porém exi… "
1981, vai morrer lok
1982,"Empresa “contratando” 
-sem nome
-num lugar vazio 
-a entrevista é em uma casa velha que tá pra alugar 
-pôsteres n… "
1984,"""a comida pode ter o feitiço que tiver, se eu tiver com fome vou comer. Melhor morrer de feitiço do que de fome""

Kkkkkkkkkkkkkkkkk

Mimy"
1985,  Acordada mais um dia sem acreditar que Daenerys vai morrer no domingo 
1986,"Puta que pariu eu vou morrer de cólica, alguém me ajuda pelo amor de Deus"
1987,Vontade de morrer
1988,"Eu tenho um medo de morrer engasgado. Imagina, não conseguir gritar, mesmo sozinho."
1989,"Mentira não moram, eu que vou morrer de arrumar 1000 livros"
1990,"Coitados dos protagonistas, morrer todos

E se tiver um herói na série, já sabemos q vai viver o suficiente pra vir… "
1992,"  A Sasaeng do Jungkook chegou aq no Brasil (saporra vai morrer aq, eu to falando, se as armys ja bateram nela em Chicag…"
1993, IstoE o direito constitucional e universal de defesa da própria vida ou de seus entes queridos ou os… 
1994,"Aposto 10 reais que a Cersei tá viva 
E de que ela não vai morrer.
O filho dela vai ser como a Daenerys. E a série… "
1997,Será quantos dias faltam pra eu morrer
1998,Dia lindo pra morrer de dor e ainda levar bronca de macho por causa de alimentação
1999,  Será que já chegou o tempo de procurar o lado frio da cama pq estou a morrer de calor?!
2001,"*eu e  no carro*

Minha mãe: olha ali o gatinho na calçada

nós: CÉLIA PARA O CARRO PLMDS

*Célia para o… "
2002,eu estava sentada no chão c eles p uma dinâmica e pedi p que me ajudassem dps a levantat pq a tia tinha entalado (k… 
2003,"Dani: duda eu to muito triste, eu queria morrer ou então sentar e comer uma torta gingante sozinha, mas eu não sei… "
2004, diz aqui que vai morrer
2005, ja recomendei vc a morrer varias vezes e ainda ta ai vivão
2006,Dany você merece morrer
2007,"   Cersei merecia uma morte mais épica, por toda a desgraça que ela fez e por ter chegado onde chegou. Eu também nã…"
2008,"Se vai morrer alguns inocentes, tudo bem, tudo quanto é guerra morre inocente. "
2010,"Vocë nasceu para fazer muito mais do que apenas ir trabalhar, pagar as contas e morrer"
2011,"  Ta loco mew, o episodio tao fdp q me deixou pistola ateh agora

Daond q foi inesperado mew?
Vcs esqueceram qnd ela trancou…"
2015,Eu ia morrer e não saberia que o Henrique e Juliano na verdade se chamam Ricelly Henrique e Edson Júnior. Kkk
2016,parece literalmente q vou morrer msm
2017,VO MORRER
2018,"2014 tô nem aí
2015 continuo nem aí
2016 foda-se mesmo
2017 opa! agora vai (não foi)
2018 vou morrer só 
2019 ia a… "
2020,"ANTES DE MORRER
Maomé disse, ""eu não sei o propósito da vida""
Confúcio disse, ""eu não sou o caminho""
Buda disse, ""p… "
2021,oh vei alguém fala comigo durante a palestra pra eu não morrer de tédio
2022,"[14/05/2019 12:56:56] : amigas
 [14/05/2019 12:56:59] : se eu morrer
 [14/05/2019 12:57:05] : procura meu corpo na… "
2023,"Algumas retardadas:
Ainh! Estão sensualizando a mulher, ninguém dá realmente valor pro futebol feminino, são tudo m… "
2024,Tou a morrer de calor e tenho de começar a estudar Macs 🙄🙄
2025,É triste ver que alguém precisa morrer pra juntar a família...
2026,"  Não deixem esse GIF morrer. 
  "
2027,"Se for preciso dou minha vida por ti, sou capaz de morrer 🎶"
2028," MANDAR UMA LAGOSTA BEM GORDA PARA ENTUPIR AS VEIAS DESTE SAPO, INFAAR E MORRER."
2029,Eu fico puta com o egoísmo dessa menina vai te fuder porra parece q vai morrer se ajudar o outro
2030,queria ser a jane e morrer
2031,"Tá insuportável ser mulher com essa cólica, de vdd, vontade de morrer pq n tá passando com nada"
2032, nossa então ali são as possibilidades da gente morrer kkkkkkk a do palhaço seria algum psicopata vestido assim? puts que horror
2033,ai que vontade de morrer 😍✊
2035,Vai morrer de cirrose em — Vou nada kkkkk 
2036,e eu q faltei morrer pq achava q a minha prova era igual a do diego e teu tudo diferente...
2037," É até compreensível pessoas que furtam para não morrer de fome. Agora, esse vídeo comprova que safad… "
2038, A música 🎶 a música é mágica ...mesmo quando se trata de morrer afogado e gelado ( o Titanic foi no… 
2039," Tu tá é maluca, quando tô doente tomo meu remédio fico na minha caminha de boas . Ela não toma remédio… "
2040,  gente se eu morrer sem ajudar pessoas eu vou morrer muito infeliz 
2041,Eu gostaria saber o que esse povo fuma. Um comentário tão irresponsável como esse deveria explicar em quanto tempo… 
2042,"       não vou morrer, tu vai me aguenta… "
2043,eh isto eu vou morrer sozinha com os meus 20 diplomas
2044,"  Como assim o Jason tá vivo,como assim gente eu vi ele morrer,Agora eu não sei mais oque esperar dessa série  h…"
2045,tem como morrer de tristeza ksksk como eu ainda tô viva?
2046,"“A escravidão não está no nome, mas sim no fato de usufruir o trabalho de miseráveis pagando apenas o estrito neces… "
2047,"Pra quem não tá entendendo o que tá acontecendo em GOT:

Em Harry Potter, imagine Voldemort morrer no penúltimo fil… "
2048,"  como faz p morrer, sem morrer?"
2050, Pensava eu que este tipo de regie estava a morrer
2051,  nunca deixem esse vídeo morrer 
2052,"  Não vou entregar o spoiler aqui pq sei que tem muita gente que não leu os livros, MAS...

O cavalo branco entregou a info…"
2053, Ou vou morrer
2054,"Vamos à Montevideo e a Assunción. Gracias, Libertadores. Gremio ou Inter morrer nas oitavas seria ruim demais."
2056,  Quando ela expulsa o ferrão faz aquele movimento ali antes de morrer. Eu odeio todo mundo… 
2057,tocou lovely em Shadowhunters com uma cena do Alec e do Magnus é essa foi a cena mais fofa do mundo eu não tô aguen… 
2058, eu preciso ver isso de novo antes de morrer
2059,  Nasci sozinha e vou morrer da msm forma.
2060,"  Agora meu bolão é que a Sansa vai sentar no trono de ferro no final, Jon vai morrer pra Daenerys, tyrion vai matar o dragã…"
2061,"  Sandor teve uma morte hornada, Varys não mereceu morrer, Jaime morreu com o bosta que ele foi de ir atrás da Cersei, esta…"
2062,"Mas eu sabia q ia morrer, burro so caralho pq n correu pras pira de fogo NAS LATERAL, TINHA QUE CORRER RETO NA MIRA DA FLEXA DO CARA"
2064, sinceramente preferia morrer mas és tão optimista
2065,"  Sebastião Lopes, 40 anos, morador de rua, foi assassinado a tiros no último sábado. Assim como ele, muitas pessoas vão…"
2066," sim, ja pode morrer de novo infernooo"
2067,morrer baleado não vai 
2068,  KKKKKKKKKKKKKKKKKK VOU MORRER COM ESSE VIDEO 
2069," meu guria pensei que ia morrer, nem puxar o ar eu conseguia pra respirar"
2070," Eu n posso morrer tão jovem, seria um desperdício pra sociedade AHEEHEHHEHE"
2071,"  Da série: “Não Deixem Este Vídeo Morrer 3”
 "
2072,"  Quando eu morrer, façam o mesmo! "
2073,E Depois beba um Copão  De Coca-cola RS Vamos morrer de qualquer Forma msm 😌 
2074,Queria morrer de overdose... igual meus herois
2075,"Eu hoje super mal e querendo morrer de chorar

Passando moana na TV

Eu super mal morrendo de chorar"
2076,"Escapei escapei dessa conta q minha mãe fez no meu cartão, mas vou ter q morrer com essa roupa msm😠"
2077,Já não bastava morrer uma personagem todos os filmes
2078,deixa pra ser fria quando morrer
2079,  kkkkkkkkkkkkkkk Deus olha a gente. Amiga nunca vou me esquece vc pedindo pra volta… 
2081, Coincidência mesmo foi a dona da pensão em Juiz de Fora onde Adelio se hospedou morrer pouco depois do atentado...
2082,estou a morrer de sono mas ainda tenho que ir limpar a gaiola do hamster
2084," Ou 
Nn sofra sozinha 
Estou aqui pra tudo ta? 
Se precisasse te dar meu coração eu dava so pra vc nn… "
2086,  O desarmamento só desigualou o cidadão do bandido. Nos tornamos ovelhas levadas ao matadouro sem poder se defender. O mais…
2087, fala não. 3 tempos de história qr morrer
2088,eu vou morrer queria beijar os três
2089,"Quando eu morrer, façam o mesmo! "
2090,"ai eu nem ligo pra got mais honestamente ja fudeu tudo mesmo, a sansa nao tem mais chance de ser rainha e a daenery… "
2091,"  a reforma da previdência já começou, em vez de morrer trabalhando agora a gente vai morrer no trabalho 😍 …"
2092," Daenarys única rainha possível, espero que antes dela morrer ela mate o jon, o tytion e a sonsa stark"
2093,eu engulo tanto o choro que um dia vou morrer engasgada
2094,     seungri fracassado comedor de merda que deve morrer na cad… 
2095," E é uma planta vei, ninguém precisa morrer pra um beck chegar na sua boca.."
2096,eu amo tanto o Tyson q eu nem sei oq eu faço se ele morrer ou sla
2097,a melhor parte de ir pra BH além de ver ele é ir pro Bucaneiro com ele beber shot até quase morrer... mano mais 70… 
2098,odeio criança barulhenta   vontade de morrer
2099," Tu quase morreu pcr , ja ta querendo morrer kkkkkkkk"
2100,A Cersei dos livros é uma mãe atormentada por uma profecia que basicamente diz que todos os seus filhos vão morrer.… 
2101,Eu vou morrer de tanta dor
2103,"What annoys me the most? Quando os cis se queixam de dores nas costas, dizem que não têm pulmões ou se queixam do c… "
2104,Ninguém deveria se sentir tão triste ao ponto de querer morrer
